time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	weeklyFatality (total) median	weeklyFatality (total) lower bound	weeklyFatality (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-02-01	55643340	55643340	55643340	11587	0	0	460290	536144	536144	396	0	0	316	0	0	293330	229776	229776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-02-02	55481469	55504009	55517146	13385	225	226	489970	510364	529075	0	0	0	850	1	1	335456	305572	305838	156	0	0	87976	76804	76818	2856	235	235	250	1	1	156	0	0
2020-02-03	55308120	55336554	55368112	15370	546	557	527175	511921	550630	0	0	0	1006	4	4	370635	359669	362390	334	0	0	186619	171976	172339	6058	589	601	539	5	5	334	0	0
2020-02-04	55118727	55145458	55199306	17492	1092	1149	572437	536135	595179	0	0	0	1180	13	13	404096	398239	406841	541	2	3	294788	279956	281808	9568	1206	1267	869	14	15	541	2	3
2020-02-05	54913449	54935379	55016095	19741	2015	2180	622442	572649	652414	0	0	0	1372	31	34	438985	429578	447455	776	10	11	412494	397352	402802	13387	2265	2443	1244	36	38	776	10	11
2020-02-06	54691374	54707337	54820506	22128	3414	3772	676018	614597	716420	0	0	0	1582	67	74	476742	459762	489709	1043	27	31	540372	522929	534952	17534	3902	4295	1665	78	86	1043	27	31
2020-02-07	54451194	54460399	54612558	24669	5324	5973	733117	659012	785177	0	0	0	1811	128	143	517824	491698	536035	1343	61	70	679301	656790	679068	22039	6195	6923	2135	153	170	1343	61	70
2020-02-08	54178879	54183168	54378879	27383	7722	8772	806696	715947	873210	0	0	0	2058	220	249	562334	526236	587114	1680	118	136	830230	799598	836432	26932	9166	10369	2659	269	304	1680	118	136
2020-02-09	53740803	53737090	53987926	30291	10562	12135	1026139	902943	1124082	0	0	0	2326	349	399	613327	565916	646475	1900	205	237	994318	952311	1008668	32251	12806	14646	3239	439	499	2055	205	237
2020-02-10	53261476	53226530	53582771	33500	13858	16113	1247192	1098257	1363914	0	0	0	2615	518	597	686604	623759	732274	2138	327	380	1175400	1118102	1200479	38121	17164	19854	3881	669	768	2472	327	380
2020-02-11	52721620	52647298	53135276	37229	17718	20892	1472192	1292541	1612029	0	0	0	2930	732	851	791098	707030	855046	2396	490	573	1381255	1303355	1421130	44795	22395	26239	4592	971	1125	2936	492	576
2020-02-12	52101188	51963233	52628474	41700	22263	26679	1714904	1499190	1882177	0	0	0	3281	996	1170	924380	821269	1005447	2678	699	824	1620353	1514872	1680794	52551	28668	34082	5386	1359	1587	3454	708	835
2020-02-13	51384146	51159100	52050682	47083	27588	33637	1987483	1730069	2186379	0	0	0	3677	1318	1567	1082691	957150	1180970	2994	958	1140	1900143	1758393	1988642	61630	36128	43640	6279	1845	2179	4036	986	1171
2020-02-14	50557659	50219249	51392842	53515	33968	41735	2296635	1991765	2560865	18	0	0	4114	1706	2054	1265202	1113332	1383594	3351	1273	1531	2227423	2044876	2351092	72254	45100	55083	7290	2448	2924	4694	1334	1601
2020-02-15	49610252	49128185	50646958	61126	41360	51064	2645022	2287052	2951275	529	0	0	4114	2168	2646	1473610	1291078	1615325	3777	1648	2005	2609150	2379528	2768331	84647	55722	68394	8443	3184	3850	5457	1766	2142
2020-02-16	48530974	47871135	49805244	70055	49861	61849	3033124	2616869	3376415	1099	0	0	4114	2724	3346	1710612	1492750	1879030	4298	2094	2576	3052930	2767025	3254586	99058	68126	84012	9762	4084	4988	6353	2297	2814
2020-02-17	47309658	46509664	48860079	80453	59586	74247	3459952	2981180	3869106	1743	0	53	4114	3378	4114	1978809	1720762	2192388	4931	2624	3241	3567129	3214416	3819188	115756	82524	102224	11276	5172	6343	7403	2947	3627
2020-02-18	45937786	44997891	47804396	92480	70665	88428	3922833	3378914	4415817	2474	27	987	4114	4114	4114	2280180	1977116	2542851	5694	3244	4050	4160764	3729365	4472097	135036	99152	123341	13015	6470	7967	8630	3730	4633
2020-02-19	44409577	43318782	46619399	106296	83233	104557	4416809	3807500	4998575	3309	886	2040	4114	4114	4114	2615806	2263210	2910633	6605	3989	5042	4843290	4320020	5223628	157202	118266	147688	15015	8007	9896	10059	4690	5888
2020-02-20	42723153	41402336	45281177	122054	97425	122788	4934038	4246457	5605646	4264	1838	3206	4114	4114	4114	2985603	2579672	3320596	7683	4894	6234	5624317	4994817	6084078	182566	140132	175590	17312	9814	12172	11720	5870	7419
2020-02-21	40881664	39380744	43810116	139887	113365	144572	5463362	4676864	6220509	5364	2890	4515	4114	4114	4114	3387996	2926134	3792290	8946	5971	7646	6513242	5762241	7063255	211432	165019	207361	19947	11924	14837	13641	7297	9261
2020-02-22	38894295	37260170	42207084	159898	131163	168022	5990174	5110360	6821837	6610	4060	5987	4114	4114	4114	3819542	3300944	4297641	10395	7237	9293	7518785	6630511	8215834	244081	193189	244822	22963	14375	17939	15852	8998	11446
2020-02-23	36776971	35024037	40477011	182141	150898	192953	6496638	5535712	7384143	8025	5366	7666	4114	4114	4114	4274573	3700861	4828145	12038	8705	11190	8648418	7607181	9524393	280755	224882	287231	26405	17204	21523	18391	11002	14006
2020-02-24	34552607	32690047	38629465	206607	172610	220070	6962398	5939844	7879237	9621	6821	9633	4114	4114	4114	4744925	4094070	5371774	13891	10387	13362	9907704	8698657	10899880	321629	260302	331868	30318	20451	25637	21294	13334	16984
2020-02-25	32250725	30273836	36678986	233208	196283	251132	7365792	6308381	8278501	11406	8439	11706	4114	4114	4114	5219837	4487271	5912978	15972	12298	15948	11299587	9909650	12411022	366798	299599	380899	34746	24156	30340	24601	16028	20418
2020-02-26	29906327	27844044	34645082	261759	221833	284389	7685554	6626455	8555818	13383	10224	13937	4114	4114	4114	5686101	4879468	6433124	18291	14429	18689	12823681	11242584	14061769	416244	342846	434546	39729	28358	35908	28351	19119	24407
2020-02-27	27558047	25444022	32551802	291967	249092	319323	7902862	6879756	8690760	15553	12182	16357	4114	4114	4114	6128512	5260735	6911436	20857	16769	21599	14475639	12697017	15927382	469820	390024	495064	45305	33092	42110	32577	22640	29085
2020-02-28	25245725	23116100	30426848	323428	277804	355350	8003429	7055727	8671459	17907	14310	19099	4114	4114	4114	6530656	5620008	7326438	23673	19324	24747	16246698	14269122	17919229	527237	441003	559650	51504	38392	48729	37313	26621	34263
2020-02-29	23007701	20898523	28300255	355627	306042	391753	7979325	7200834	8491435	20445	16602	22039	4114	4114	4114	6876004	5945621	7657783	26730	22095	28279	18123481	15951311	20016978	588055	495533	627634	58345	44282	56020	42583	31093	39857
2020-03-01	20878191	18822856	26202750	387955	334286	427710	7830137	7276930	8175643	23127	19054	25135	4114	4114	4114	7149216	6225992	7888224	30011	25075	32092	20088139	17732057	22195006	651687	553233	698178	65838	50781	63980	48401	36077	46028
2020-03-02	18885146	16912242	24163956	419729	362488	462340	7563225	7255362	7773075	25934	21634	28344	4114	4114	4114	7337496	6450423	8005445	33486	28252	36102	22118858	19595982	24423508	717419	613599	770305	73978	57898	72770	54780	41586	52780
2020-03-03	17048858	15180702	22210673	450228	390136	494754	7192979	6903814	7321271	28827	24273	31613	4114	4114	4114	7431817	6609910	8003411	37118	31600	40256	24190739	21434177	26670063	784437	672920	842958	82748	65628	82414	61719	47629	60219
